sample	strainID	genus	species	count	count_correct	replicate	day	measure_env	evolution_env
ANCMIX3_t0	HAMBI_1287	Citrobacter	koseri	1418	1131	C	0	none	anc
ANCMIX3_t0	HAMBI_1292	Morganella	morganii	1136	906	C	0	none	anc
ANCMIX3_t0	HAMBI_1299	Kluyvera	intermedia	1569	1095	C	0	none	anc
ANCMIX3_t0	HAMBI_1842	Sphingobium	yanoikuyae	631	881	C	0	none	anc
ANCMIX3_t0	HAMBI_1896	Sphingobacterium	spiritivorum	1949	2721	C	0	none	anc
ANCMIX3_t0	HAMBI_1972	Aeromonas	caviae	1544	862	C	0	none	anc
ANCMIX3_t0	HAMBI_1977	Pseudomonas	chlororaphis	814	909	C	0	none	anc
ANCMIX3_t0	HAMBI_1988	Chitinophaga	sancti	735	821	C	0	none	anc
ANCMIX3_t0	HAMBI_2159	Trinickia	caryophylli	913	1275	C	0	none	anc
ANCMIX3_t0	HAMBI_2160	Bordetella	avium	411	765	C	0	none	anc
ANCMIX3_t0	HAMBI_2164	Cupriavidus	oxalaticus	305	341	C	0	none	anc
ANCMIX3_t0	HAMBI_2443	Paracoccus	denitrificans	218	406	C	0	none	anc
ANCMIX3_t0	HAMBI_2494	Paraburkholderia	kururiensis	517	722	C	0	none	anc
ANCMIX3_t0	HAMBI_2659	Stenotrophomonas	maltophilia	814	1136	C	0	none	anc
ANCMIX3_t0	HAMBI_2792	Moraxella	canis	157	219	C	0	none	anc
ANCMIX3_t0	HAMBI_3031	Niabella	yanshanensis	221	617	C	0	none	anc
ANCMIX3_t0	HAMBI_3237	Microvirga	lotononidis	432	402	C	0	none	anc
B1_t0	HAMBI_0006	Pseudomonas	putida	3858	4129	A	0	none	bact
B1_t0	HAMBI_0097	Acinetobacter	johnsonii	9	10	A	0	none	bact
B1_t0	HAMBI_0105	Agrobacterium	tumefaciens	192	360	A	0	none	bact
B1_t0	HAMBI_0262	Brevundimonas	bullata	26	65	A	0	none	bact
B1_t0	HAMBI_0403	Comamonas	testosteroni	346	288	A	0	none	bact
B1_t0	HAMBI_1279	Hafnia	alvei	273	292	A	0	none	bact
B1_t0	HAMBI_1287	Citrobacter	koseri	8712	9325	A	0	none	bact
B1_t0	HAMBI_1292	Morganella	morganii	159	170	A	0	none	bact
B1_t0	HAMBI_1299	Kluyvera	intermedia	234	219	A	0	none	bact
B1_t0	HAMBI_1842	Sphingobium	yanoikuyae	39	73	A	0	none	bact
B1_t0	HAMBI_1896	Sphingobacterium	spiritivorum	274	513	A	0	none	bact
B1_t0	HAMBI_1972	Aeromonas	caviae	7657	5737	A	0	none	bact
B1_t0	HAMBI_1977	Pseudomonas	chlororaphis	490	734	A	0	none	bact
B1_t0	HAMBI_1988	Chitinophaga	sancti	40	60	A	0	none	bact
B1_t0	HAMBI_2159	Trinickia	caryophylli	55	103	A	0	none	bact
B1_t0	HAMBI_2160	Bordetella	avium	19	47	A	0	none	bact
B1_t0	HAMBI_2164	Cupriavidus	oxalaticus	11	16	A	0	none	bact
B1_t0	HAMBI_2443	Paracoccus	denitrificans	17	42	A	0	none	bact
B1_t0	HAMBI_2494	Paraburkholderia	kururiensis	23	43	A	0	none	bact
B1_t0	HAMBI_2659	Stenotrophomonas	maltophilia	166	311	A	0	none	bact
B1_t0	HAMBI_2792	Moraxella	canis	8	15	A	0	none	bact
B1_t0	HAMBI_3031	Niabella	yanshanensis	17	64	A	0	none	bact
B1_t0	HAMBI_3237	Microvirga	lotononidis	33	41	A	0	none	bact
B2_t0	HAMBI_0006	Pseudomonas	putida	5223	5603	B	0	none	bact
B2_t0	HAMBI_0097	Acinetobacter	johnsonii	12	13	B	0	none	bact
B2_t0	HAMBI_0105	Agrobacterium	tumefaciens	167	313	B	0	none	bact
B2_t0	HAMBI_0262	Brevundimonas	bullata	33	83	B	0	none	bact
B2_t0	HAMBI_0403	Comamonas	testosteroni	289	241	B	0	none	bact
B2_t0	HAMBI_1279	Hafnia	alvei	198	212	B	0	none	bact
B2_t0	HAMBI_1287	Citrobacter	koseri	13053	14002	B	0	none	bact
B2_t0	HAMBI_1292	Morganella	morganii	134	144	B	0	none	bact
B2_t0	HAMBI_1299	Kluyvera	intermedia	150	141	B	0	none	bact
B2_t0	HAMBI_1842	Sphingobium	yanoikuyae	48	90	B	0	none	bact
B2_t0	HAMBI_1896	Sphingobacterium	spiritivorum	340	638	B	0	none	bact
B2_t0	HAMBI_1972	Aeromonas	caviae	9421	7074	B	0	none	bact
B2_t0	HAMBI_1977	Pseudomonas	chlororaphis	159	239	B	0	none	bact
B2_t0	HAMBI_1988	Chitinophaga	sancti	39	59	B	0	none	bact
B2_t0	HAMBI_2159	Trinickia	caryophylli	41	77	B	0	none	bact
B2_t0	HAMBI_2160	Bordetella	avium	19	48	B	0	none	bact
B2_t0	HAMBI_2164	Cupriavidus	oxalaticus	14	21	B	0	none	bact
B2_t0	HAMBI_2443	Paracoccus	denitrificans	19	48	B	0	none	bact
B2_t0	HAMBI_2494	Paraburkholderia	kururiensis	27	51	B	0	none	bact
B2_t0	HAMBI_2659	Stenotrophomonas	maltophilia	271	509	B	0	none	bact
B2_t0	HAMBI_2792	Moraxella	canis	13	24	B	0	none	bact
B2_t0	HAMBI_3031	Niabella	yanshanensis	13	49	B	0	none	bact
B2_t0	HAMBI_3237	Microvirga	lotononidis	23	29	B	0	none	bact
B3_t0	HAMBI_0006	Pseudomonas	putida	3120	3228	C	0	none	bact
B3_t0	HAMBI_0097	Acinetobacter	johnsonii	8	8	C	0	none	bact
B3_t0	HAMBI_0105	Agrobacterium	tumefaciens	180	326	C	0	none	bact
B3_t0	HAMBI_0262	Brevundimonas	bullata	34	82	C	0	none	bact
B3_t0	HAMBI_0403	Comamonas	testosteroni	265	213	C	0	none	bact
B3_t0	HAMBI_1279	Hafnia	alvei	293	303	C	0	none	bact
B3_t0	HAMBI_1287	Citrobacter	koseri	8624	8922	C	0	none	bact
B3_t0	HAMBI_1292	Morganella	morganii	147	152	C	0	none	bact
B3_t0	HAMBI_1299	Kluyvera	intermedia	244	221	C	0	none	bact
B3_t0	HAMBI_1842	Sphingobium	yanoikuyae	67	121	C	0	none	bact
B3_t0	HAMBI_1896	Sphingobacterium	spiritivorum	191	346	C	0	none	bact
B3_t0	HAMBI_1972	Aeromonas	caviae	7390	5352	C	0	none	bact
B3_t0	HAMBI_1977	Pseudomonas	chlororaphis	2047	2965	C	0	none	bact
B3_t0	HAMBI_1988	Chitinophaga	sancti	41	59	C	0	none	bact
B3_t0	HAMBI_2159	Trinickia	caryophylli	59	107	C	0	none	bact
B3_t0	HAMBI_2160	Bordetella	avium	24	58	C	0	none	bact
B3_t0	HAMBI_2164	Cupriavidus	oxalaticus	14	20	C	0	none	bact
B3_t0	HAMBI_2443	Paracoccus	denitrificans	16	39	C	0	none	bact
B3_t0	HAMBI_2494	Paraburkholderia	kururiensis	29	53	C	0	none	bact
B3_t0	HAMBI_2659	Stenotrophomonas	maltophilia	180	326	C	0	none	bact
B3_t0	HAMBI_2792	Moraxella	canis	7	13	C	0	none	bact
B3_t0	HAMBI_3031	Niabella	yanshanensis	23	83	C	0	none	bact
B3_t0	HAMBI_3237	Microvirga	lotononidis	30	36	C	0	none	bact
B4_t0	HAMBI_0006	Pseudomonas	putida	4117	4435	D	0	none	bact
B4_t0	HAMBI_0097	Acinetobacter	johnsonii	6	6	D	0	none	bact
B4_t0	HAMBI_0105	Agrobacterium	tumefaciens	172	324	D	0	none	bact
B4_t0	HAMBI_0262	Brevundimonas	bullata	27	68	D	0	none	bact
B4_t0	HAMBI_0403	Comamonas	testosteroni	301	252	D	0	none	bact
B4_t0	HAMBI_1279	Hafnia	alvei	232	250	D	0	none	bact
B4_t0	HAMBI_1287	Citrobacter	koseri	9504	10239	D	0	none	bact
B4_t0	HAMBI_1292	Morganella	morganii	114	123	D	0	none	bact
B4_t0	HAMBI_1299	Kluyvera	intermedia	209	197	D	0	none	bact
B4_t0	HAMBI_1842	Sphingobium	yanoikuyae	50	94	D	0	none	bact
B4_t0	HAMBI_1896	Sphingobacterium	spiritivorum	190	358	D	0	none	bact
B4_t0	HAMBI_1972	Aeromonas	caviae	7983	6020	D	0	none	bact
B4_t0	HAMBI_1977	Pseudomonas	chlororaphis	265	400	D	0	none	bact
B4_t0	HAMBI_1988	Chitinophaga	sancti	46	69	D	0	none	bact
B4_t0	HAMBI_2159	Trinickia	caryophylli	50	94	D	0	none	bact
B4_t0	HAMBI_2160	Bordetella	avium	16	40	D	0	none	bact
B4_t0	HAMBI_2164	Cupriavidus	oxalaticus	15	23	D	0	none	bact
B4_t0	HAMBI_2443	Paracoccus	denitrificans	24	60	D	0	none	bact
B4_t0	HAMBI_2494	Paraburkholderia	kururiensis	24	45	D	0	none	bact
B4_t0	HAMBI_2659	Stenotrophomonas	maltophilia	217	409	D	0	none	bact
B4_t0	HAMBI_2792	Moraxella	canis	8	15	D	0	none	bact
B4_t0	HAMBI_3031	Niabella	yanshanensis	14	53	D	0	none	bact
B4_t0	HAMBI_3237	Microvirga	lotononidis	30	38	D	0	none	bact
B5_t0	HAMBI_0006	Pseudomonas	putida	4498	4769	E	0	none	bact
B5_t0	HAMBI_0097	Acinetobacter	johnsonii	9	10	E	0	none	bact
B5_t0	HAMBI_0105	Agrobacterium	tumefaciens	89	165	E	0	none	bact
B5_t0	HAMBI_0262	Brevundimonas	bullata	26	64	E	0	none	bact
B5_t0	HAMBI_0403	Comamonas	testosteroni	147	121	E	0	none	bact
B5_t0	HAMBI_1279	Hafnia	alvei	165	175	E	0	none	bact
B5_t0	HAMBI_1287	Citrobacter	koseri	7136	7566	E	0	none	bact
B5_t0	HAMBI_1292	Morganella	morganii	89	94	E	0	none	bact
B5_t0	HAMBI_1299	Kluyvera	intermedia	142	132	E	0	none	bact
B5_t0	HAMBI_1842	Sphingobium	yanoikuyae	32	59	E	0	none	bact
B5_t0	HAMBI_1896	Sphingobacterium	spiritivorum	141	262	E	0	none	bact
B5_t0	HAMBI_1972	Aeromonas	caviae	5748	4266	E	0	none	bact
B5_t0	HAMBI_1977	Pseudomonas	chlororaphis	450	668	E	0	none	bact
B5_t0	HAMBI_1988	Chitinophaga	sancti	22	33	E	0	none	bact
B5_t0	HAMBI_2159	Trinickia	caryophylli	36	67	E	0	none	bact
B5_t0	HAMBI_2160	Bordetella	avium	14	35	E	0	none	bact
B5_t0	HAMBI_2164	Cupriavidus	oxalaticus	10	15	E	0	none	bact
B5_t0	HAMBI_2443	Paracoccus	denitrificans	7	17	E	0	none	bact
B5_t0	HAMBI_2494	Paraburkholderia	kururiensis	15	28	E	0	none	bact
B5_t0	HAMBI_2659	Stenotrophomonas	maltophilia	226	419	E	0	none	bact
B5_t0	HAMBI_2792	Moraxella	canis	3	6	E	0	none	bact
B5_t0	HAMBI_3031	Niabella	yanshanensis	11	41	E	0	none	bact
B5_t0	HAMBI_3237	Microvirga	lotononidis	17	21	E	0	none	bact
B6_t0	HAMBI_0006	Pseudomonas	putida	5230	5568	F	0	none	bact
B6_t0	HAMBI_0097	Acinetobacter	johnsonii	15	16	F	0	none	bact
B6_t0	HAMBI_0105	Agrobacterium	tumefaciens	113	211	F	0	none	bact
B6_t0	HAMBI_0262	Brevundimonas	bullata	25	62	F	0	none	bact
B6_t0	HAMBI_0403	Comamonas	testosteroni	191	158	F	0	none	bact
B6_t0	HAMBI_1279	Hafnia	alvei	167	178	F	0	none	bact
B6_t0	HAMBI_1287	Citrobacter	koseri	7863	8371	F	0	none	bact
B6_t0	HAMBI_1292	Morganella	morganii	99	105	F	0	none	bact
B6_t0	HAMBI_1299	Kluyvera	intermedia	134	125	F	0	none	bact
B6_t0	HAMBI_1842	Sphingobium	yanoikuyae	41	76	F	0	none	bact
B6_t0	HAMBI_1896	Sphingobacterium	spiritivorum	193	360	F	0	none	bact
B6_t0	HAMBI_1972	Aeromonas	caviae	6132	4569	F	0	none	bact
B6_t0	HAMBI_1977	Pseudomonas	chlororaphis	103	154	F	0	none	bact
B6_t0	HAMBI_1988	Chitinophaga	sancti	19	28	F	0	none	bact
B6_t0	HAMBI_2159	Trinickia	caryophylli	38	71	F	0	none	bact
B6_t0	HAMBI_2160	Bordetella	avium	16	40	F	0	none	bact
B6_t0	HAMBI_2164	Cupriavidus	oxalaticus	12	18	F	0	none	bact
B6_t0	HAMBI_2443	Paracoccus	denitrificans	13	32	F	0	none	bact
B6_t0	HAMBI_2494	Paraburkholderia	kururiensis	24	45	F	0	none	bact
B6_t0	HAMBI_2659	Stenotrophomonas	maltophilia	234	436	F	0	none	bact
B6_t0	HAMBI_2792	Moraxella	canis	7	13	F	0	none	bact
B6_t0	HAMBI_3031	Niabella	yanshanensis	11	41	F	0	none	bact
B6_t0	HAMBI_3237	Microvirga	lotononidis	19	24	F	0	none	bact
BS1_t0	HAMBI_0006	Pseudomonas	putida	1749	1694	A	0	none	bact_strep
BS1_t0	HAMBI_0097	Acinetobacter	johnsonii	8	8	A	0	none	bact_strep
BS1_t0	HAMBI_0105	Agrobacterium	tumefaciens	39	66	A	0	none	bact_strep
BS1_t0	HAMBI_0262	Brevundimonas	bullata	20	45	A	0	none	bact_strep
BS1_t0	HAMBI_0403	Comamonas	testosteroni	54	41	A	0	none	bact_strep
BS1_t0	HAMBI_1279	Hafnia	alvei	69	67	A	0	none	bact_strep
BS1_t0	HAMBI_1287	Citrobacter	koseri	12970	12565	A	0	none	bact_strep
BS1_t0	HAMBI_1292	Morganella	morganii	43	42	A	0	none	bact_strep
BS1_t0	HAMBI_1299	Kluyvera	intermedia	52	44	A	0	none	bact_strep
BS1_t0	HAMBI_1842	Sphingobium	yanoikuyae	35	59	A	0	none	bact_strep
BS1_t0	HAMBI_1896	Sphingobacterium	spiritivorum	51	86	A	0	none	bact_strep
BS1_t0	HAMBI_1972	Aeromonas	caviae	89	60	A	0	none	bact_strep
BS1_t0	HAMBI_1977	Pseudomonas	chlororaphis	318	431	A	0	none	bact_strep
BS1_t0	HAMBI_1988	Chitinophaga	sancti	14	19	A	0	none	bact_strep
BS1_t0	HAMBI_2159	Trinickia	caryophylli	28	47	A	0	none	bact_strep
BS1_t0	HAMBI_2160	Bordetella	avium	10	23	A	0	none	bact_strep
BS1_t0	HAMBI_2164	Cupriavidus	oxalaticus	5	7	A	0	none	bact_strep
BS1_t0	HAMBI_2443	Paracoccus	denitrificans	8	18	A	0	none	bact_strep
BS1_t0	HAMBI_2494	Paraburkholderia	kururiensis	9	15	A	0	none	bact_strep
BS1_t0	HAMBI_2659	Stenotrophomonas	maltophilia	297	504	A	0	none	bact_strep
BS1_t0	HAMBI_2792	Moraxella	canis	3	5	A	0	none	bact_strep
BS1_t0	HAMBI_3031	Niabella	yanshanensis	9	31	A	0	none	bact_strep
BS1_t0	HAMBI_3237	Microvirga	lotononidis	22	25	A	0	none	bact_strep
BS2_t0	HAMBI_0006	Pseudomonas	putida	56	53	B	0	none	bact_strep
BS2_t0	HAMBI_0097	Acinetobacter	johnsonii	8	8	B	0	none	bact_strep
BS2_t0	HAMBI_0105	Agrobacterium	tumefaciens	44	72	B	0	none	bact_strep
BS2_t0	HAMBI_0262	Brevundimonas	bullata	19	42	B	0	none	bact_strep
BS2_t0	HAMBI_0403	Comamonas	testosteroni	118	86	B	0	none	bact_strep
BS2_t0	HAMBI_1279	Hafnia	alvei	110	103	B	0	none	bact_strep
BS2_t0	HAMBI_1287	Citrobacter	koseri	18314	17203	B	0	none	bact_strep
BS2_t0	HAMBI_1292	Morganella	morganii	50	47	B	0	none	bact_strep
BS2_t0	HAMBI_1299	Kluyvera	intermedia	75	62	B	0	none	bact_strep
BS2_t0	HAMBI_1842	Sphingobium	yanoikuyae	45	74	B	0	none	bact_strep
BS2_t0	HAMBI_1896	Sphingobacterium	spiritivorum	74	122	B	0	none	bact_strep
BS2_t0	HAMBI_1972	Aeromonas	caviae	118	78	B	0	none	bact_strep
BS2_t0	HAMBI_1977	Pseudomonas	chlororaphis	1333	1753	B	0	none	bact_strep
BS2_t0	HAMBI_1988	Chitinophaga	sancti	27	36	B	0	none	bact_strep
BS2_t0	HAMBI_2159	Trinickia	caryophylli	44	72	B	0	none	bact_strep
BS2_t0	HAMBI_2160	Bordetella	avium	19	42	B	0	none	bact_strep
BS2_t0	HAMBI_2164	Cupriavidus	oxalaticus	10	13	B	0	none	bact_strep
BS2_t0	HAMBI_2443	Paracoccus	denitrificans	7	15	B	0	none	bact_strep
BS2_t0	HAMBI_2494	Paraburkholderia	kururiensis	31	51	B	0	none	bact_strep
BS2_t0	HAMBI_2659	Stenotrophomonas	maltophilia	838	1378	B	0	none	bact_strep
BS2_t0	HAMBI_2792	Moraxella	canis	8	13	B	0	none	bact_strep
BS2_t0	HAMBI_3031	Niabella	yanshanensis	11	36	B	0	none	bact_strep
BS2_t0	HAMBI_3237	Microvirga	lotononidis	21	23	B	0	none	bact_strep
BS3_t0	HAMBI_0006	Pseudomonas	putida	59	52	C	0	none	bact_strep
BS3_t0	HAMBI_0097	Acinetobacter	johnsonii	7	6	C	0	none	bact_strep
BS3_t0	HAMBI_0105	Agrobacterium	tumefaciens	70	108	C	0	none	bact_strep
BS3_t0	HAMBI_0262	Brevundimonas	bullata	19	39	C	0	none	bact_strep
BS3_t0	HAMBI_0403	Comamonas	testosteroni	98	67	C	0	none	bact_strep
BS3_t0	HAMBI_1279	Hafnia	alvei	113	100	C	0	none	bact_strep
BS3_t0	HAMBI_1287	Citrobacter	koseri	15522	13729	C	0	none	bact_strep
BS3_t0	HAMBI_1292	Morganella	morganii	40	35	C	0	none	bact_strep
BS3_t0	HAMBI_1299	Kluyvera	intermedia	65	50	C	0	none	bact_strep
BS3_t0	HAMBI_1842	Sphingobium	yanoikuyae	28	43	C	0	none	bact_strep
BS3_t0	HAMBI_1896	Sphingobacterium	spiritivorum	85	132	C	0	none	bact_strep
BS3_t0	HAMBI_1972	Aeromonas	caviae	161	100	C	0	none	bact_strep
BS3_t0	HAMBI_1977	Pseudomonas	chlororaphis	3929	4865	C	0	none	bact_strep
BS3_t0	HAMBI_1988	Chitinophaga	sancti	36	45	C	0	none	bact_strep
BS3_t0	HAMBI_2159	Trinickia	caryophylli	33	51	C	0	none	bact_strep
BS3_t0	HAMBI_2160	Bordetella	avium	15	31	C	0	none	bact_strep
BS3_t0	HAMBI_2164	Cupriavidus	oxalaticus	16	20	C	0	none	bact_strep
BS3_t0	HAMBI_2443	Paracoccus	denitrificans	8	17	C	0	none	bact_strep
BS3_t0	HAMBI_2494	Paraburkholderia	kururiensis	23	36	C	0	none	bact_strep
BS3_t0	HAMBI_2659	Stenotrophomonas	maltophilia	1386	2145	C	0	none	bact_strep
BS3_t0	HAMBI_2792	Moraxella	canis	10	15	C	0	none	bact_strep
BS3_t0	HAMBI_3031	Niabella	yanshanensis	17	53	C	0	none	bact_strep
BS3_t0	HAMBI_3237	Microvirga	lotononidis	16	17	C	0	none	bact_strep
BS4_t0	HAMBI_0006	Pseudomonas	putida	66	57	D	0	none	bact_strep
BS4_t0	HAMBI_0097	Acinetobacter	johnsonii	13	11	D	0	none	bact_strep
BS4_t0	HAMBI_0105	Agrobacterium	tumefaciens	92	139	D	0	none	bact_strep
BS4_t0	HAMBI_0262	Brevundimonas	bullata	22	44	D	0	none	bact_strep
BS4_t0	HAMBI_0403	Comamonas	testosteroni	66	44	D	0	none	bact_strep
BS4_t0	HAMBI_1279	Hafnia	alvei	139	120	D	0	none	bact_strep
BS4_t0	HAMBI_1287	Citrobacter	koseri	15017	12919	D	0	none	bact_strep
BS4_t0	HAMBI_1292	Morganella	morganii	73	63	D	0	none	bact_strep
BS4_t0	HAMBI_1299	Kluyvera	intermedia	76	57	D	0	none	bact_strep
BS4_t0	HAMBI_1842	Sphingobium	yanoikuyae	52	78	D	0	none	bact_strep
BS4_t0	HAMBI_1896	Sphingobacterium	spiritivorum	98	148	D	0	none	bact_strep
BS4_t0	HAMBI_1972	Aeromonas	caviae	229	138	D	0	none	bact_strep
BS4_t0	HAMBI_1977	Pseudomonas	chlororaphis	7886	9498	D	0	none	bact_strep
BS4_t0	HAMBI_1988	Chitinophaga	sancti	42	51	D	0	none	bact_strep
BS4_t0	HAMBI_2159	Trinickia	caryophylli	57	86	D	0	none	bact_strep
BS4_t0	HAMBI_2160	Bordetella	avium	19	38	D	0	none	bact_strep
BS4_t0	HAMBI_2164	Cupriavidus	oxalaticus	20	24	D	0	none	bact_strep
BS4_t0	HAMBI_2443	Paracoccus	denitrificans	22	44	D	0	none	bact_strep
BS4_t0	HAMBI_2494	Paraburkholderia	kururiensis	33	50	D	0	none	bact_strep
BS4_t0	HAMBI_2659	Stenotrophomonas	maltophilia	755	1137	D	0	none	bact_strep
BS4_t0	HAMBI_2792	Moraxella	canis	8	12	D	0	none	bact_strep
BS4_t0	HAMBI_3031	Niabella	yanshanensis	14	42	D	0	none	bact_strep
BS4_t0	HAMBI_3237	Microvirga	lotononidis	6	6	D	0	none	bact_strep
BS5_t0	HAMBI_0006	Pseudomonas	putida	60	53	E	0	none	bact_strep
BS5_t0	HAMBI_0097	Acinetobacter	johnsonii	13	11	E	0	none	bact_strep
BS5_t0	HAMBI_0105	Agrobacterium	tumefaciens	40	61	E	0	none	bact_strep
BS5_t0	HAMBI_0262	Brevundimonas	bullata	22	45	E	0	none	bact_strep
BS5_t0	HAMBI_0403	Comamonas	testosteroni	44	30	E	0	none	bact_strep
BS5_t0	HAMBI_1279	Hafnia	alvei	105	92	E	0	none	bact_strep
BS5_t0	HAMBI_1287	Citrobacter	koseri	11481	10062	E	0	none	bact_strep
BS5_t0	HAMBI_1292	Morganella	morganii	49	43	E	0	none	bact_strep
BS5_t0	HAMBI_1299	Kluyvera	intermedia	68	52	E	0	none	bact_strep
BS5_t0	HAMBI_1842	Sphingobium	yanoikuyae	46	71	E	0	none	bact_strep
BS5_t0	HAMBI_1896	Sphingobacterium	spiritivorum	72	110	E	0	none	bact_strep
BS5_t0	HAMBI_1972	Aeromonas	caviae	152	93	E	0	none	bact_strep
BS5_t0	HAMBI_1977	Pseudomonas	chlororaphis	3978	4881	E	0	none	bact_strep
BS5_t0	HAMBI_1988	Chitinophaga	sancti	32	39	E	0	none	bact_strep
BS5_t0	HAMBI_2159	Trinickia	caryophylli	40	61	E	0	none	bact_strep
BS5_t0	HAMBI_2160	Bordetella	avium	12	25	E	0	none	bact_strep
BS5_t0	HAMBI_2164	Cupriavidus	oxalaticus	18	22	E	0	none	bact_strep
BS5_t0	HAMBI_2443	Paracoccus	denitrificans	10	20	E	0	none	bact_strep
BS5_t0	HAMBI_2494	Paraburkholderia	kururiensis	27	41	E	0	none	bact_strep
BS5_t0	HAMBI_2659	Stenotrophomonas	maltophilia	819	1256	E	0	none	bact_strep
BS5_t0	HAMBI_2792	Moraxella	canis	4	6	E	0	none	bact_strep
BS5_t0	HAMBI_3031	Niabella	yanshanensis	8	25	E	0	none	bact_strep
